RO Number,Line,Part Number,Part Description,Part Type,Vendor Name,RO Qty,Ordered Qty,Ordered Date,Expected Delivery,Received Qty,Invoice Date,Returned Qty,,
1017,13,SU-3764,Hardware #6959,Electrical,Quality Pro Auto Parts,4,4,2023-12-07,2023-12-08,0,,0,,
1018,1,EX-7958,Exterior #5563,Trim,Elite Express Distributors #139,4,4,2023-12-14,2023-12-19,4,2023-12-15,0,,
1018,2,TR-5569,Assembly #8448,Hardware,ACE Components,5,5,2023-12-27,2023-12-30,5,2023-12-31,1,,
1018,3,SU-1865,Hardware #9161,Panel,Premier Direct Auto Parts,2,2,2023-12-18,2023-12-22,2,2023-12-19,0,,
1018,4,IN-2253,Glass #9064,Exterior,ACE Online Services,2,2,2023-12-26,2023-12-31,2,2023-12-29,0,,
1018,5,IN-9856,Glass #1289,Panel,Quality Max Center,5,5,2023-12-20,2023-12-26,5,2023-12-23,1,,
1018,6,FD-1538,Assembly #5965,Assembly,Superior Motors,4,4,2023-12-09,2023-12-13,4,2023-12-13,1,,
1018,7,EL-9037,Glass #9837,Trim,ACE Max Distributors,4,4,2023-12-29,2023-12-31,4,2024-01-02,0,,
1018,8,FM-9105,Trim #7189,Trim,ACE Max Services #180,5,5,2024-01-01,2024-01-06,5,2024-01-02,1,,
1018,9,BD-7003,Suspension #1440,Suspension,Premier Pro Center,5,5,2023-12-20,2023-12-23,0,,0,,
1018,10,FD-5001,Electrical #4844,Engine,Quality Direct Center,3,3,2023-12-08,2023-12-12,3,2023-12-12,1,,
1018,11,TR-6343,Panel #8551,Interior,National Online Supplies,3,3,2023-12-06,2023-12-13,3,2023-12-08,0,,
1018,12,DM-7188,Trim #7394,Suspension,Quality Plus Services,4,4,2024-01-03,2024-01-07,4,2024-01-08,0,,
1018,13,TR-6563,Assembly #5907,Suspension,Elite Motors #223,2,2,2023-12-08,2023-12-15,2,2023-12-11,1,,
1019,1,FM-5344,Panel #5871,Trim,Superior Express Services,1,1,2023-12-14,2023-12-18,1,2023-12-19,0,,
1019,2,EL-6518,Engine #2102,Trim,Quality Express Components #271,1,1,2023-12-16,2023-12-21,1,2023-12-21,0,,
1019,3,HD-9846,Suspension #4278,Interior,Superior Express Services,1,1,2024-01-01,2024-01-05,1,2024-01-04,1,,
1019,4,EN-9457,Assembly #9178,Electrical,Premier Plus Hub,5,5,2023-12-18,2023-12-23,5,2023-12-20,0,,
1019,5,TR-4287,Suspension #8577,Assembly,Apex Online Center #123,5,5,2023-12-19,2023-12-25,5,2023-12-23,0,,
1019,6,DM-2055,Electrical #7757,Engine,Advanced Express Hub,3,3,2023-12-11,2023-12-17,3,2023-12-15,1,,
1019,7,WD-3456,Electrical #1453,Electrical,Midwest Supplies,2,2,2023-12-12,2023-12-15,2,2023-12-16,0,,
1019,8,CP-3610,Engine #3235,Panel,Advanced Direct Group,4,4,2023-12-31,2024-01-04,4,2024-01-04,0,,
1019,9,FD-2375,Suspension #5882,Hardware,ACE Express Group,1,1,2023-12-19,2023-12-25,1,2023-12-23,0,,
1019,10,CP-2833,Trim #9196,Hardware,Quality Pro Supplies,1,1,2023-12-25,2023-12-31,1,2023-12-29,0,,
1019,11,CP-3003,Suspension #6395,Trim,ACE Max Services #199,3,3,2024-01-08,2024-01-15,3,2024-01-12,0,,
1019,12,FM-8200,Interior #5166,Trim,Pro Online Hub,1,1,2023-12-17,2023-12-21,1,2023-12-19,0,,
1019,13,WG-5036,Engine #3374,Suspension,Advanced Plus Hub #243,1,1,2024-01-02,2024-01-07,1,2024-01-05,1,,
1020,1,SU-4926,Engine #7302,Engine,Advanced Direct Components,5,5,2023-12-25,2024-01-01,5,2023-12-26,0,,
1020,2,HD-5186,Engine #2478,Electrical,Quality Group,4,4,2023-12-09,2023-12-14,4,2023-12-13,0,,
1020,3,IN-1555,Engine #2312,Exterior,Pro Online Motors,4,4,2023-12-15,2023-12-22,4,2023-12-18,1,,
1020,4,SU-5275,Glass #2087,Suspension,Pro Direct Solutions #215,4,4,2023-12-28,2024-01-04,4,2023-12-29,0,,
1020,5,IN-1853,Assembly #8264,Assembly,ACE Motors,3,3,2024-01-09,2024-01-15,3,2024-01-13,0,,
1020,6,WD-3585,Electrical #9460,Assembly,Midwest Online Center,3,3,2023-12-27,2023-12-29,3,2024-01-01,0,,
1020,7,EN-6367,Engine #4254,Hardware,Advanced Direct Services #212,2,2,2023-12-22,2023-12-26,2,2023-12-25,0,,
1020,8,FD-1376,Glass #4747,Hardware,Pro Plus Components,4,4,2023-12-25,2023-12-27,4,2023-12-30,0,,
1020,9,EL-8027,Trim #5262,Assembly,Pro Express Hub,2,2,2023-12-14,2023-12-17,2,2023-12-15,1,,
1020,10,IN-8433,Exterior #2941,Electrical,Elite Online Supplies,1,1,2023-12-25,2023-12-27,1,2023-12-26,1,,
1020,11,HD-3133,Interior #4385,Trim,Pro Plus Group,3,3,2023-12-14,2023-12-21,3,2023-12-17,1,,
1020,12,IN-3391,Panel #5754,Engine,Midwest Pro Motors #120,4,4,2023-12-20,2023-12-26,4,2023-12-22,1,,
1020,13,WD-1169,Exterior #3182,Suspension,Quality Express Auto Parts,3,3,2024-01-10,2024-01-14,3,2024-01-15,1,,
1021,1,WD-2561,Glass #1962,Panel,Apex Online Services,4,4,2023-12-15,2023-12-21,4,2023-12-20,1,,
1021,2,FD-5155,Glass #7241,Engine,Advanced Max Motors,5,5,2023-12-17,2023-12-21,5,2023-12-22,0,,
1021,3,FM-3783,Glass #9074,Suspension,Premier Plus Hub,5,5,2023-12-25,2023-12-27,5,2023-12-26,0,,
1021,4,FM-2914,Suspension #1723,Assembly,Superior Express Supplies #255,5,5,2023-12-10,2023-12-11,5,2023-12-14,0,,
1021,5,EL-5321,Glass #6128,Interior,Elite Online Motors,4,4,2023-12-19,2023-12-25,4,2023-12-22,1,,
1021,6,FD-4095,Assembly #1894,Electrical,Premier Group,2,2,2023-12-22,2023-12-28,2,2023-12-27,1,,
1021,7,WG-1668,Exterior #6841,Glass,Advanced Max Group #248,4,4,2023-12-04,2023-12-08,4,2023-12-08,0,,
1021,8,DM-2533,Electrical #5654,Assembly,Apex Max Supplies #86,2,2,2023-12-31,2024-01-04,0,,0,,
1021,9,TR-3958,Interior #2258,Electrical,Superior Express Supplies #255,5,5,2024-01-03,2024-01-10,5,2024-01-05,0,,
1021,10,EN-2998,Interior #7120,Trim,Midwest Plus Auto Parts,3,0,,,0,,0,,
1021,11,DM-1718,Trim #8423,Suspension,Superior Express Components #291,4,4,2023-12-11,2023-12-12,3,2023-12-14,0,,
1021,12,SU-2158,Glass #7248,Hardware,ACE Max Solutions,3,3,2023-12-10,2023-12-12,3,2023-12-13,0,,
1021,13,EX-4411,Assembly #7365,Interior,Premier Max Auto Parts,4,4,2023-12-18,2023-12-20,4,2023-12-19,0,,
1022,1,DM-2574,Suspension #9399,Electrical,Apex Plus Group,4,4,2023-12-11,2023-12-12,4,2023-12-14,0,,
1022,2,WD-7922,Suspension #4053,Interior,ACE Hub,5,5,2023-12-30,2024-01-03,5,2024-01-04,1,,
1022,3,WG-9638,Glass #2375,Engine,Premier Plus Hub,4,4,2023-12-07,2023-12-08,4,2023-12-09,0,,
1022,4,BD-5921,Electrical #9570,Interior,Quality Max Solutions,4,4,2023-12-29,2023-12-30,4,2024-01-01,0,,
1022,5,TR-7961,Interior #2548,Exterior,Superior Express Components #291,1,1,2024-01-07,2024-01-08,1,2024-01-12,0,,
1022,6,WD-8583,Assembly #3985,Interior,Superior Direct Hub,1,1,2023-12-18,2023-12-21,1,2023-12-23,0,,
1022,7,IN-8371,Trim #5342,Suspension,Superior Pro Supplies,3,3,2023-12-07,2023-12-11,3,2023-12-10,1,,
1022,8,TR-1293,Panel #7470,Hardware,Midwest Direct Components,5,5,2023-12-15,2023-12-17,2,2023-12-16,1,,
1022,9,FM-6910,Interior #5958,Hardware,Midwest Pro Distributors,4,4,2023-12-12,2023-12-18,4,2023-12-17,1,,
1022,10,CP-8882,Assembly #4961,Interior,Elite Plus Components,1,1,2023-12-10,2023-12-11,1,2023-12-12,0,,
1022,11,HD-1357,Hardware #3721,Assembly,Quality Direct Supplies,4,4,2023-12-14,2023-12-15,4,2023-12-16,1,,
1022,12,WG-4975,Electrical #5830,Trim,Apex Online Group,1,0,,,0,,0,,
1022,13,FD-8987,Interior #8964,Glass,Pro Pro Supplies,4,4,2023-12-23,2023-12-24,3,2023-12-27,1,,
1023,1,EL-6174,Glass #2040,Engine,Midwest Pro Services,1,1,2023-12-16,2023-12-22,0,,0,,
1023,2,FD-3643,Engine #4149,Exterior,Advanced Max Supplies,3,3,2024-01-01,2024-01-02,3,2024-01-05,1,,
1023,3,BD-5806,Interior #7829,Suspension,Pro Online Motors,5,5,2023-12-30,2024-01-01,5,2024-01-02,1,,
1023,4,BD-4268,Assembly #9063,Hardware,Advanced Direct Services #212,1,1,2023-12-12,2023-12-17,1,2023-12-16,0,,
1023,5,DM-5273,Suspension #3598,Assembly,Quality Max Solutions #257,5,5,2024-01-02,2024-01-05,5,2024-01-03,0,,
1023,6,EL-4714,Hardware #4671,Exterior,Advanced Direct Group,4,4,2023-12-04,2023-12-11,0,,0,,
1023,7,BD-9444,Trim #2706,Panel,Advanced Pro Group,1,1,2023-12-23,2023-12-30,1,2023-12-28,1,,
1023,8,EX-1687,Glass #2727,Assembly,ACE Max Services,1,1,2023-12-31,2024-01-07,1,2024-01-05,0,,
1023,9,SU-2626,Assembly #6959,Suspension,National Plus Motors,3,3,2023-12-15,2023-12-18,3,2023-12-19,1,,
1023,10,EX-8760,Suspension #5698,Glass,Elite Online Hub,4,4,2023-12-09,2023-12-16,4,2023-12-10,0,,
1023,11,BD-9677,Interior #4738,Assembly,National Hub,4,4,2023-12-07,2023-12-10,4,2023-12-10,0,,
1023,12,WG-3385,Panel #9476,Hardware,Quality Direct Center,5,5,2023-12-28,2024-01-01,5,2023-12-31,0,,
1023,13,HD-1607,Assembly #1947,Glass,Quality Max Solutions,2,2,2023-12-23,2023-12-26,2,2023-12-27,0,,
1024,1,DM-1129,Engine #9647,Trim,Superior Supplies,5,5,2023-12-28,2024-01-01,5,2023-12-31,1,,
1024,2,SU-6656,Interior #4232,Engine,Quality Direct Center,5,5,2023-12-27,2023-12-31,5,2024-01-01,1,,
1024,3,CP-2520,Glass #6115,Glass,Advanced Max Hub,2,2,2023-12-04,2023-12-09,2,2023-12-09,1,,
1024,4,IN-9846,Trim #5238,Electrical,Apex Motors,4,0,,,0,,0,,
1024,5,WD-1782,Hardware #8352,Engine,Quality Plus Services,3,3,2024-01-03,2024-01-04,3,2024-01-06,1,,
1024,6,DM-5902,Engine #3293,Interior,Apex Max Center,2,2,2023-12-02,2023-12-06,2,2023-12-07,0,,
1024,7,WG-2605,Assembly #7974,Interior,Pro Max Solutions,5,5,2023-12-17,2023-12-18,5,2023-12-19,1,,
1024,8,WG-2279,Suspension #9622,Interior,Midwest Motors,2,2,2023-12-07,2023-12-08,2,2023-12-11,0,,
1024,9,EN-7937,Exterior #9020,Interior,Premier Online Center,3,3,2024-01-04,2024-01-11,3,2024-01-09,1,,
1024,10,SU-4483,Exterior #8755,Panel,Premier Express Auto Parts,4,4,2023-12-11,2023-12-16,1,2023-12-16,0,,
1024,11,WD-2980,Suspension #5744,Panel,Quality Pro Supplies,1,1,2024-01-06,2024-01-09,1,2024-01-11,1,,
1024,12,WG-1458,Assembly #3328,Trim,Pro Direct Solutions #215,3,3,2023-12-11,2023-12-12,3,2023-12-14,1,,
1024,13,FD-3004,Glass #6712,Hardware,ACE Max Components,2,2,2023-12-05,2023-12-08,2,2023-12-07,1,,
1025,1,IN-7181,Exterior #3175,Assembly,Superior Distributors,5,5,2023-12-28,2024-01-01,5,2024-01-01,1,,
1025,2,WD-7711,Interior #4814,Interior,Quality Pro Auto Parts,4,4,2024-01-11,2024-01-15,4,2024-01-13,1,,
1025,3,EX-3713,Panel #6060,Glass,Quality Direct Hub,4,4,2024-01-05,2024-01-06,4,2024-01-08,0,,
1025,4,EL-9548,Electrical #8796,Glass,Superior Max Services,5,5,2024-01-06,2024-01-07,5,2024-01-11,0,,
1025,5,IN-4371,Electrical #8278,Hardware,Quality Direct Motors,2,2,2023-12-09,2023-12-15,2,2023-12-10,1,,
1025,6,DM-8160,Assembly #7798,Panel,Elite Express Supplies,1,1,2024-01-09,2024-01-12,1,2024-01-13,0,,
1025,7,FM-3359,Assembly #5187,Hardware,Advanced Max Group,1,1,2023-12-22,2023-12-26,1,2023-12-23,0,,
1025,8,BD-1445,Panel #5882,Interior,Midwest Pro Group,1,1,2023-12-21,2023-12-25,1,2023-12-26,1,,
1025,9,EX-2981,Panel #4318,Electrical,Apex Max Hub,3,3,2023-12-22,2023-12-24,3,2023-12-25,1,,
1025,10,FD-6215,Exterior #7669,Hardware,Superior Express Distributors #247,4,4,2024-01-02,2024-01-07,4,2024-01-03,1,,
1025,11,CP-3057,Engine #7664,Exterior,Midwest Direct Components #42,1,1,2023-12-03,2023-12-07,1,2023-12-06,0,,
1025,12,IN-5016,Glass #7942,Glass,Pro Plus Distributors,2,2,2024-01-11,2024-01-16,2,2024-01-14,0,,
1025,13,FD-1985,Exterior #5477,Trim,Elite Online Components,5,5,2023-12-04,2023-12-05,5,2023-12-07,0,,
1026,1,FD-3644,Glass #2145,Engine,Pro Express Hub,2,2,2023-12-26,2023-12-29,2,2023-12-31,1,,
1026,2,EL-9270,Suspension #6613,Engine,Pro Plus Distributors,2,2,2023-12-27,2024-01-02,1,2023-12-31,0,,
1026,3,WG-6381,Panel #3190,Panel,Advanced Plus Hub #243,3,3,2023-12-19,2023-12-21,3,2023-12-22,0,,
1026,4,IN-7435,Glass #2329,Hardware,Elite Plus Components,4,4,2023-12-02,2023-12-03,4,2023-12-07,1,,
1026,5,EX-7166,Trim #6864,Interior,Apex Plus Distributors,4,4,2023-12-03,2023-12-10,4,2023-12-04,1,,
1026,6,CP-1324,Engine #6862,Electrical,Premier Online Hub,2,2,2023-12-02,2023-12-03,2,2023-12-06,0,,
1026,7,DM-1602,Engine #9074,Trim,Superior Hub,2,2,2024-01-10,2024-01-16,2,2024-01-12,1,,
1026,8,EL-9197,Exterior #3793,Glass,Premier Direct Group,4,4,2023-12-02,2023-12-04,4,2023-12-03,1,,
1026,9,EL-3101,Hardware #3087,Engine,Superior Express Components #291,5,5,2024-01-07,2024-01-13,5,2024-01-09,0,,
1026,10,SU-9731,Trim #5143,Glass,Midwest Direct Solutions #232,3,3,2023-12-16,2023-12-21,3,2023-12-18,0,,
1026,11,EX-7666,Engine #2994,Glass,Midwest Direct Services,1,1,2023-12-02,2023-12-06,1,2023-12-05,1,,
1026,12,FM-7882,Glass #8354,Suspension,Pro Express Components,1,1,2024-01-02,2024-01-05,1,2024-01-04,0,,
1026,13,SU-7943,Hardware #5095,Electrical,Elite Online Motors,5,5,2023-12-27,2023-12-29,5,2023-12-28,0,,
1027,1,WG-8077,Panel #6477,Engine,Apex Online Solutions,1,1,2023-12-23,2023-12-26,0,,0,,
1027,2,TR-4878,Hardware #8184,Hardware,Premier Supplies,3,3,2023-12-08,2023-12-12,3,2023-12-09,1,,
1027,3,HD-6132,Hardware #3089,Panel,Quality Plus Center,1,1,2024-01-08,2024-01-09,0,,0,,
1027,4,EN-1914,Glass #1855,Engine,Advanced Max Hub #195,4,4,2023-12-05,2023-12-08,4,2023-12-06,0,,
1027,5,WG-7290,Exterior #8014,Trim,Apex Express Hub,4,4,2023-12-27,2023-12-28,4,2023-12-29,0,,
1027,6,EL-4153,Hardware #2682,Panel,Elite Online Group,1,1,2023-12-23,2023-12-29,1,2023-12-27,1,,
1027,7,DM-7897,Exterior #8284,Assembly,Quality Online Components,5,5,2024-01-08,2024-01-15,5,2024-01-10,1,,
1027,8,BD-6106,Trim #8140,Glass,Elite Max Services,3,0,,,0,,0,,
1027,9,EL-6618,Engine #7042,Panel,Premier Plus Group,2,2,2024-01-08,2024-01-13,2,2024-01-12,1,,
1027,10,HD-6633,Electrical #4282,Electrical,Pro Pro Components,1,1,2024-01-08,2024-01-14,1,2024-01-10,0,,
1027,11,EX-6499,Trim #5909,Interior,Elite Online Services,4,4,2023-12-23,2023-12-25,4,2023-12-28,1,,
1027,12,FD-4654,Electrical #8643,Trim,Superior Express Components,1,1,2023-12-12,2023-12-13,1,2023-12-16,0,,
1027,13,HD-4018,Panel #6944,Panel,National Express Group,3,3,2023-12-17,2023-12-21,3,2023-12-21,0,,
1028,1,CP-6896,Panel #1486,Electrical,Superior Max Components,2,2,2023-12-24,2023-12-25,2,2023-12-27,1,,
1028,2,EX-5029,Assembly #4211,Panel,Apex Plus Distributors,3,3,2023-12-20,2023-12-22,3,2023-12-22,1,,
1028,3,EN-3248,Interior #2818,Suspension,Superior Hub,3,0,,,0,,0,,
1028,4,SU-2071,Hardware #3366,Assembly,Advanced Pro Distributors,3,3,2023-12-31,2024-01-02,3,2024-01-02,1,,
1028,5,EN-5006,Panel #4098,Glass,ACE Online Motors,3,3,2023-12-14,2023-12-19,3,2023-12-17,1,,
1028,6,CP-2333,Exterior #2062,Assembly,National Direct Solutions,3,3,2023-12-11,2023-12-14,3,2023-12-13,1,,
1028,7,TR-8606,Assembly #6272,Suspension,National Plus Solutions #269,5,5,2023-12-26,2024-01-02,5,2023-12-29,1,,
1028,8,EN-1599,Electrical #4596,Electrical,Pro Plus Distributors,4,4,2024-01-01,2024-01-07,4,2024-01-04,1,,
1028,9,EX-7129,Engine #2388,Assembly,Quality Direct Center,4,4,2023-12-17,2023-12-21,4,2023-12-21,0,,
1028,10,WG-9392,Trim #6511,Interior,Advanced Plus Center,2,2,2023-12-20,2023-12-24,2,2023-12-25,0,,
1028,11,HD-1404,Assembly #8236,Electrical,Apex Components,4,4,2023-12-31,2024-01-04,4,2024-01-03,1,,
1028,12,IN-5528,Electrical #2612,Hardware,Elite Direct Hub,3,3,2023-12-06,2023-12-09,3,2023-12-11,0,,
1028,13,FM-5959,Engine #4123,Trim,National Plus Motors,3,3,2023-12-25,2023-12-26,3,2023-12-27,1,,
1029,1,FM-5617,Suspension #7616,Interior,Premier Plus Auto Parts #296,1,0,,,0,,0,,
1029,2,CP-4438,Exterior #4829,Glass,Advanced Pro Auto Parts #282,2,2,2024-01-01,2024-01-07,2,2024-01-05,0,,
1029,3,EX-4077,Interior #7843,Electrical,Advanced Pro Group,3,3,2023-12-31,2024-01-06,3,2024-01-01,1,,
1029,4,FM-1158,Exterior #6810,Suspension,ACE Plus Components #115,3,3,2023-12-30,2024-01-06,3,2024-01-01,0,,
1029,5,DM-1380,Trim #1527,Assembly,Advanced Max Group,4,4,2023-12-28,2024-01-01,4,2024-01-02,1,,
1029,6,HD-4345,Interior #2043,Glass,Midwest Direct Center,5,5,2023-12-23,2023-12-28,5,2023-12-28,1,,
1029,7,BD-2709,Glass #3910,Panel,Apex Plus Group,5,5,2023-12-14,2023-12-18,3,2023-12-17,0,,
1029,8,CP-5769,Glass #2146,Exterior,National Direct Hub,4,4,2023-12-03,2023-12-05,4,2023-12-06,0,,
1029,9,DM-7731,Interior #3572,Hardware,ACE Express Components,5,0,,,0,,0,,
1029,10,EX-4369,Engine #8081,Exterior,Premier Express Components #81,4,4,2023-12-28,2024-01-01,4,2023-12-30,0,,
1029,11,FM-4304,Panel #3337,Exterior,Superior Express Supplies,5,5,2024-01-09,2024-01-14,5,2024-01-11,1,,
1029,12,WG-8580,Trim #1640,Hardware,Elite Online Distributors,5,5,2023-12-27,2024-01-01,5,2023-12-30,1,,
1029,13,HD-5081,Assembly #8079,Exterior,Superior Auto Parts,3,3,2023-12-31,2024-01-03,3,2024-01-04,0,,
1030,1,EX-3587,Engine #9810,Engine,Elite Online Group,4,4,2023-12-13,2023-12-19,4,2023-12-14,0,,
1030,2,WD-2723,Glass #6341,Interior,Advanced Plus Center,5,5,2023-12-15,2023-12-19,5,2023-12-16,1,,
1030,3,WD-8567,Interior #6630,Interior,Premier Direct Group,1,1,2023-12-12,2023-12-15,1,2023-12-16,0,,
1030,4,WD-3236,Suspension #8606,Exterior,Pro Plus Components,1,0,,,0,,0,,
1030,5,EX-5573,Assembly #3794,Panel,Apex Express Hub,4,4,2023-12-07,2023-12-12,4,2023-12-09,1,,
1030,6,EN-5476,Assembly #8219,Suspension,Premier Direct Auto Parts,4,4,2023-12-13,2023-12-16,1,2023-12-14,0,,
1030,7,EN-9721,Electrical #8242,Panel,Quality Pro Supplies,1,0,,,0,,0,,
1030,8,FD-7183,Electrical #5091,Suspension,Pro Services #122,1,1,2023-12-26,2024-01-01,1,2023-12-31,0,,
1030,9,FD-1238,Suspension #4148,Hardware,Advanced Center,1,0,,,0,,0,,
1030,10,EX-6359,Suspension #4105,Trim,Quality Express Distributors #106,4,4,2023-12-12,2023-12-18,4,2023-12-17,0,,
1030,11,WD-6842,Suspension #3844,Panel,Superior Express Services,1,1,2024-01-05,2024-01-09,1,2024-01-07,0,,
1030,12,EN-5562,Trim #7045,Panel,Elite Online Group,4,4,2023-12-22,2023-12-23,4,2023-12-24,0,,
1030,13,SU-9784,Trim #3809,Engine,Quality Max Services,5,5,2023-12-15,2023-12-19,5,2023-12-19,0,,
1031,1,BD-6209,Exterior #2106,Suspension,Superior Max Services,4,4,2024-01-09,2024-01-12,4,2024-01-11,1,,
1031,2,CP-1347,Trim #3032,Engine,Apex Max Hub,5,5,2024-01-09,2024-01-14,5,2024-01-11,0,,
1031,3,DM-9171,Engine #4309,Assembly,Elite Plus Auto Parts #192,1,1,2023-12-29,2024-01-05,1,2023-12-30,0,,
1031,4,SU-8270,Suspension #3199,Engine,Pro Max Hub,1,0,,,0,,0,,
1031,5,EX-6427,Suspension #4969,Electrical,Pro Max Hub #276,3,3,2024-01-04,2024-01-11,3,2024-01-05,0,,
1031,6,TR-6269,Assembly #8247,Panel,National Pro Hub,2,2,2023-12-05,2023-12-11,2,2023-12-10,1,,
1031,7,BD-2503,Assembly #9992,Electrical,Midwest Pro Motors #120,1,1,2024-01-02,2024-01-03,1,2024-01-04,0,,
1031,8,SU-4236,Electrical #7947,Assembly,Pro Max Components #127,4,4,2024-01-03,2024-01-04,4,2024-01-06,0,,
1031,9,WD-6891,Interior #7188,Assembly,Pro Online Motors,2,2,2023-12-21,2023-12-24,2,2023-12-24,1,,
1031,10,FD-7249,Interior #2363,Engine,Elite Plus Components,4,4,2023-12-30,2024-01-03,4,2024-01-01,1,,
1031,11,FM-8431,Engine #7146,Glass,Pro Express Services,3,3,2023-12-11,2023-12-16,3,2023-12-15,1,,
1031,12,FD-1210,Glass #7131,Exterior,Quality Max Supplies,4,4,2023-12-06,2023-12-09,1,2023-12-08,0,,
1031,13,FM-2167,Interior #1636,Hardware,Midwest Direct Center,3,3,2023-12-28,2024-01-01,3,2024-01-01,1,,
1032,1,TR-9005,Suspension #1945,Interior,Midwest Supplies #217,4,4,2024-01-07,2024-01-09,4,2024-01-10,1,,
1032,2,FM-8462,Assembly #5166,Electrical,Premier Plus Auto Parts #296,3,3,2023-12-17,2023-12-19,3,2023-12-18,0,,
1032,3,HD-2316,Glass #4093,Interior,Elite Online Motors,1,1,2023-12-12,2023-12-13,0,,0,,
1032,4,EL-6045,Interior #2456,Hardware,Quality Plus Services,5,5,2023-12-29,2024-01-01,5,2024-01-03,1,,
1032,5,BD-9056,Panel #2587,Hardware,Midwest Pro Services,2,2,2023-12-24,2023-12-31,1,2023-12-27,0,,
1032,6,DM-4053,Assembly #4244,Exterior,Premier Group,4,4,2024-01-04,2024-01-08,4,2024-01-06,0,,
1032,7,FD-3993,Electrical #5249,Interior,Elite Express Center,2,2,2024-01-03,2024-01-04,2,2024-01-05,0,,
1032,8,FM-2404,Interior #3042,Engine,Superior Express Supplies,2,2,2024-01-11,2024-01-16,0,,0,,
1032,9,FD-2000,Engine #1118,Trim,National Online Motors #21,4,4,2023-12-23,2023-12-24,4,2023-12-27,0,,
1032,10,WG-8753,Suspension #8036,Suspension,Superior Express Distributors,1,1,2023-12-08,2023-12-10,1,2023-12-12,1,,
1032,11,EL-1937,Suspension #6410,Hardware,ACE Motors,3,3,2023-12-23,2023-12-26,3,2023-12-27,1,,
1032,12,EX-9693,Engine #5072,Suspension,Pro Plus Distributors,2,2,2023-12-31,2024-01-07,2,2024-01-01,0,,
1032,13,EN-4079,Panel #6278,Panel,Premier Direct Distributors,4,4,2024-01-10,2024-01-16,4,2024-01-15,1,,
1033,1,HD-2333,Suspension #8010,Exterior,Apex Express Hub,4,4,2023-12-04,2023-12-11,4,2023-12-06,1,,
1033,2,BD-9158,Hardware #5937,Glass,Premier Plus Hub,2,2,2023-12-26,2023-12-29,2,2023-12-31,0,,
1033,3,CP-4467,Assembly #2465,Hardware,Advanced Motors,4,4,2023-12-12,2023-12-16,4,2023-12-17,0,,
1033,4,CP-5220,Exterior #3016,Assembly,Quality Direct Motors,3,3,2023-12-03,2023-12-05,3,2023-12-07,1,,
1033,5,EN-6623,Interior #7252,Glass,Elite Motors #223,3,3,2024-01-11,2024-01-17,3,2024-01-13,0,,
1033,6,WD-6574,Trim #4082,Hardware,Quality Plus Services,3,3,2023-12-16,2023-12-18,3,2023-12-17,0,,
1033,7,FM-2013,Trim #9775,Electrical,Superior Hub #198,4,4,2023-12-25,2023-12-27,4,2023-12-30,0,,
1033,8,WD-7476,Panel #9819,Exterior,Premier Max Solutions,2,2,2023-12-29,2024-01-01,2,2024-01-03,0,,
1033,9,BD-5643,Assembly #1562,Trim,Advanced Plus Components,2,2,2023-12-11,2023-12-18,2,2023-12-15,1,,
1033,10,EN-4534,Exterior #5775,Interior,Premier Online Auto Parts,1,1,2023-12-21,2023-12-26,1,2023-12-24,1,,
1033,11,EX-3933,Exterior #7419,Engine,Premier Express Components #81,2,2,2023-12-23,2023-12-25,2,2023-12-25,0,,
1033,12,IN-7412,Interior #2176,Glass,Quality Direct Center #144,4,4,2023-12-03,2023-12-08,4,2023-12-07,1,,
1033,13,BD-6298,Trim #1886,Engine,Quality Pro Components,5,5,2023-12-20,2023-12-26,5,2023-12-24,0,,
1034,1,CP-4205,Panel #6934,Trim,ACE Pro Group,4,4,2023-12-12,2023-12-17,2,2023-12-14,0,,
1034,2,WD-6825,Exterior #3943,Panel,ACE Max Services,4,4,2023-12-11,2023-12-15,4,2023-12-13,0,,
1034,3,CP-1556,Hardware #4946,Interior,Apex Plus Group,4,4,2024-01-03,2024-01-09,4,2024-01-05,1,,
1034,4,IN-8596,Interior #5509,Exterior,Quality Online Supplies,2,2,2023-12-21,2023-12-27,2,2023-12-25,0,,
1034,5,EN-9351,Electrical #1377,Trim,Quality Plus Services,1,1,2023-12-02,2023-12-03,0,,0,,
1034,6,HD-8932,Interior #5888,Trim,Midwest Pro Distributors,1,1,2024-01-07,2024-01-11,1,2024-01-12,0,,
1034,7,HD-9788,Glass #9004,Hardware,Premier Plus Group,5,5,2023-12-08,2023-12-11,1,2023-12-12,0,,
1034,8,BD-3948,Panel #8327,Suspension,ACE Components,1,1,2024-01-08,2024-01-13,1,2024-01-10,0,,
1034,9,EX-1573,Hardware #3043,Glass,Quality Group,2,2,2023-12-04,2023-12-06,2,2023-12-05,1,,
1034,10,FD-9510,Engine #9750,Exterior,ACE Plus Components,1,1,2023-12-25,2023-12-30,1,2023-12-27,1,,
1034,11,SU-2622,Panel #4884,Panel,Apex Pro Solutions,5,5,2024-01-07,2024-01-11,5,2024-01-10,0,,
1034,12,EL-6882,Engine #3105,Trim,Advanced Direct Auto Parts,2,2,2023-12-11,2023-12-14,2,2023-12-13,0,,
1034,13,WG-2364,Engine #7968,Assembly,Apex Auto Parts,4,4,2023-12-06,2023-12-11,4,2023-12-08,1,,
